A	829231	b	2000	ABC	23.23
A	829231	b	2000	ABC	23.23
B	829232	c	2001	BCD	23.23
C	829233	d	2002	CDE	23.23
D	829234	e	2003	DEF	23.23
E	829235	f	2004	EFG	23.23
F	829236	g	2005	FGH	23.23
G	829237	h	2006	GHI	23.23
A	829238	b	2000	ABC	23.23
B	829239	c	2001	BCD	23.23
C	829240	d	2002	CDE	23.23
D	829241	e	2003	DEF	23.23
E	829242	f	2004	EFG	23.23
F	829243	g	2005	FGH	23.23
G	829244	h	2006	GHI	23.23
A	829245	b	2000	ABC	23.23
B	829246	c	2001	BCD	23.23
C	829247	d	2002	CDE	23.23
D	829248	e	2003	DEF	23.23
E	829249	f	2004	EFG	23.23
F	829250	g	2005	FGH	23.23
G	829251	h	2006	GHI	23.23
A	829231	b	2000	ABC	23.23
B	829232	c	2001	BCD	23.23
C	829233	d	2002	CDE	23.23
D	829234	e	2003	DEF	23.23
E	829235	f	2004	EFG	23.23
F	829236	g	2005	FGH	23.23
G	829237	h	2006	GHI	23.23
A	829238	b	2000	ABC	23.23
B	829239	c	2001	BCD	23.23
C	829240	d	2002	CDE	23.23
D	829241	e	2003	DEF	23.23
E	829242	f	2004	EFG	23.23
F	829243	g	2005	FGH	23.23
G	829244	h	2006	GHI	23.23
A	829245	b	2000	ABC	23.23
B	829246	c	2001	BCD	23.23
C	829247	d	2002	CDE	23.23
D	829248	e	2003	DEF	23.23
E	829249	f	2004	EFG	23.23
F	829250	g	2005	FGH	23.23
G	829251	h	2006	GHI	23.23
A	829231	b	2000	ABC	23.23
B	829232	c	2001	BCD	23.23
C	829233	d	2002	CDE	23.23
D	829234	e	2003	DEF	23.23
E	829235	f	2004	EFG	23.23
F	829236	g	2005	FGH	23.23
G	829237	h	2006	GHI	23.23
A	829238	b	2000	ABC	23.23
B	829239	c	2001	BCD	23.23
C	829240	d	2002	CDE	23.23
D	829241	e	2003	DEF	23.23
E	829242	f	2004	EFG	23.23
F	829243	g	2005	FGH	23.23
G	829244	h	2006	GHI	23.23
A	829245	b	2000	ABC	23.23
B	829246	c	2001	BCD	23.23
C	829247	d	2002	CDE	23.23
D	829248	e	2003	DEF	23.23
E	829249	f	2004	EFG	23.23
F	829250	g	2005	FGH	23.23
G	829251	h	2006	GHI	23.23
A	829231	b	2000	ABC	23.23
B	829232	c	2001	BCD	23.23
C	829233	d	2002	CDE	23.23
D	829234	e	2003	DEF	23.23
E	829235	f	2004	EFG	23.23
F	829236	g	2005	FGH	23.23
G	829237	h	2006	GHI	23.23
A	829238	b	2000	ABC	23.23
B	829239	c	2001	BCD	23.23
C	829240	d	2002	CDE	23.23
D	829241	e	2003	DEF	23.23
E	829242	f	2004	EFG	23.23
F	829243	g	2005	FGH	23.23
G	829244	h	2006	GHI	23.23
A	829245	b	2000	ABC	23.23
B	829246	c	2001	BCD	23.23
C	829247	d	2002	CDE	23.23
D	829248	e	2003	DEF	23.23
E	829249	f	2004	EFG	23.23
F	829250	g	2005	FGH	23.23
G	829251	h	2006	GHI	23.23
A	829231	b	2000	ABC	23.23
B	829232	c	2001	BCD	23.23
C	829233	d	2002	CDE	23.23
D	829234	e	2003	DEF	23.23
E	829235	f	2004	EFG	23.23
F	829236	g	2005	FGH	23.23
G	829237	h	2006	GHI	23.23
A	829238	b	2000	ABC	23.23
