A	229245	b	2000	ABC	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
A	229245	b	2000	ABC	23.23
B	229246	c	2001	BCD	23.23
C	229247	d	2002	CDE	23.23
D	229248	e	2003	DEF	23.23
E	229249	f	2004	EFG	23.23
F	229250	g	2005	FGH	23.23
G	229251	h	2006	GHI	23.23
