A	329245	b	2000	ABC	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
B	329246	c	2001	BCD	23.23
C	329247	d	2002	CDE	23.23
D	329248	e	2003	DEF	23.23
E	329249	f	2004	EFG	23.23
F	329250	g	2005	FGH	23.23
G	329251	h	2006	GHI	23.23
A	329245	b	2000	ABC	23.23
