A	429245	b	2000	ABC	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
D	429248	e	2003	DEF	23.23
E	429249	f	2004	EFG	23.23
F	429250	g	2005	FGH	23.23
G	429251	h	2006	GHI	23.23
A	429245	b	2000	ABC	23.23
B	429246	c	2001	BCD	23.23
C	429247	d	2002	CDE	23.23
